X,Y,Z
47.149,29.438,6.77597
47.0868,29.4394,6.76603
47.0139,29.4411,6.75499
46.94,29.4426,6.74394
46.859,29.4441,6.73247
46.7678,29.4455,6.72055
46.6737,29.4466,6.70913
46.5726,29.4475,6.69822
46.4693,29.4479,6.68854
46.3627,29.4479,6.6803
46.2558,29.4471,6.67382
46.1512,29.4456,6.66922
46.0518,29.4434,6.66643
45.9564,29.4406,6.66505
45.8682,29.4375,6.66488
45.7854,29.4341,6.66553
