X,Y,Z
37.69721841,10.46426602,4.60324970
37.73684064,10.59467792,4.61146013
37.52644909,10.52598852,4.63271163
36.39362939,10.03062052,4.72641302
36.68222505,10.06851861,4.69427391
32.55713192,10.41722528,4.91140423
32.63476297,10.57151026,4.91302987
32.46060802,10.61633820,4.90318922
31.62703156,9.96246471,4.86736938
31.74163421,9.85899446,4.87955524
31.47070646,9.90772553,4.85684637
31.56455863,9.77754790,4.87027016
36.38497720,10.21209528,4.74630495
36.26524221,10.10994736,4.74985547
36.36354163,10.36152401,4.76382082
36.22853742,10.28439859,4.77143200
33.14257312,10.07395889,4.92342494
34.53471369,10.07792004,4.88812762
36.14405411,10.15971445,4.76845781
36.02171466,10.09225716,4.77497482
37.17748555,10.32855496,4.65765723
37.35667280,10.21078692,4.62145813
34.20309083,10.23764296,4.91200097
34.07240310,10.19580088,4.91431617
34.19790247,10.09018873,4.90438335
33.91167292,10.15865384,4.91725438
36.52758626,10.14410138,4.72195143
36.83839596,10.15728882,4.68365326
37.02002622,10.21753501,4.66638046
35.19517817,10.14882643,4.85227115
31.66840300,10.15722678,4.86191122
34.89921291,10.08311943,4.86733981
33.56493934,10.11473247,4.92240395
37.44962784,9.46914565,4.52281080
36.87757611,7.28069609,4.30182381
36.84214425,7.09213621,4.27912544
37.03477765,7.15767534,4.26001397
37.10599441,7.53447736,4.30519859
37.25273072,8.30225975,4.39473973
37.21618999,8.10827912,4.37240754
37.28869862,8.49718554,4.41695862
37.32322983,8.69245497,4.43905031
35.86203634,10.17397163,4.79883301
35.66880262,10.24614565,4.82296017
31.90976841,10.38596410,4.87206479
31.58685501,9.57786735,4.87884680
31.41328842,9.43906563,4.87259262
33.73915529,10.13904161,4.92041280
37.41804986,9.27303353,4.50260785
37.38749963,9.08115580,4.48214040
37.35597574,8.88729708,4.46089110
37.48885544,9.66030153,4.54070125
31.75778470,9.71054109,4.88500347
37.47935181,10.34580233,4.61994683
37.33482633,10.42242226,4.64701007
37.53550876,9.84833714,4.55659243
32.95792465,10.15365455,4.92298757
33.28761286,10.17249024,4.92577070
33.41995006,10.08991607,4.92317142
32.74274266,10.16164103,4.91887392
37.06991076,7.34579650,4.28274737
37.17947208,7.91557901,4.35000619
37.14263526,7.72428509,4.32759821
35.47545715,10.23224214,4.83782003
36.68552436,7.21554782,4.32060712
37.00060715,6.97015363,4.23696003
38.33694216,10.81981436,4.52227674
38.34692020,10.80595455,4.51730506
38.35571303,10.82569065,4.51702945
38.32880286,10.76070800,4.51711722
38.30275904,10.75628228,4.52426566
38.31655891,10.73526515,4.51755428
38.27940984,10.76897482,4.53222320
38.28176057,10.73637550,4.52757477
38.25089305,10.79354477,4.54242658
38.29773741,10.70555837,4.51926633
38.14084899,10.70500587,4.55672403
38.15613895,10.74944743,4.55862551
38.08505161,10.71393944,4.56874000
31.23312730,10.69423461,4.74713323
31.23686490,10.74186517,4.73873163
31.18474090,10.71281987,4.72811032
31.27323814,10.67038520,4.76172534
31.28412289,10.71833234,4.75652784
38.07603620,10.64129329,4.56231620
38.13727175,10.66301163,4.55264642
38.04622189,10.58045973,4.56104936
38.13962926,10.59016757,4.54368984
31.41865559,10.34368199,4.82332959
31.35035007,10.44368026,4.80465097
31.27185673,10.32278993,4.80423051
31.52548098,10.35720546,4.83563210
31.47920198,10.46123761,4.82188545
36.68706389,10.25524108,4.71365255
34.58291583,10.37978175,4.90434532
34.74837543,10.35810827,4.89484640
34.71754490,10.50670175,4.90562114
34.51069121,10.21974932,4.89814595
34.28097307,10.19862210,4.90698905
34.34619623,10.34491749,4.91235445
33.43917901,10.25542845,4.92759318
34.87571412,10.27471577,4.88225793
34.99934863,10.38566048,4.88255257
34.86278396,10.44742889,4.89450187
35.15010815,10.32675404,4.86882592
35.11103753,10.50192712,4.88384646
35.40422639,10.39750509,4.85647835
35.54433379,10.37480672,4.84402918
35.49847478,10.52095318,4.85912049
35.30210943,10.27469447,4.85436192
33.10951259,10.48900165,4.92875916
32.99086120,10.35023793,4.92530227
33.13109120,10.26433321,4.92655462
32.84175458,10.32341427,4.92173447
35.03220649,10.20314009,4.86750272
37.01874641,10.39592175,4.68558820
36.86093680,10.33721148,4.69997167
37.14329135,10.52117621,4.68232279
36.90586875,10.53751738,4.71491706
36.02565357,10.28226805,4.79272236
32.68628625,10.31422599,4.91715212
32.35830274,10.42831732,4.90138595
34.12712870,10.35529322,4.92024209
38.09866628,10.50865259,4.54262457
38.01579962,10.51124058,4.55878119
38.04154003,10.43143224,4.54481868
31.47573863,10.59414559,4.80963244
37.96501696,10.33567395,4.54768745
37.80619920,10.36068026,4.57628879
31.59007588,10.42614446,4.83845132
37.88297044,10.21088770,4.54715038
33.96323110,10.33787501,4.92369727
31.59009887,10.53902063,4.83034358
31.62734016,10.32065357,4.84923433
31.71134779,10.45424237,4.85007991
33.61763229,10.32631557,4.92859771
37.68523719,9.71504607,4.51913553
37.57535331,9.15181898,4.46412956
36.51878346,10.35220116,4.74458747
37.19350078,7.03600720,4.21718616
37.40395107,8.17734214,4.35426976
37.36832225,7.98363304,4.33151979
37.33272389,7.79129615,4.30871522
37.29731329,7.60052193,4.28590945
